"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Alcantara, Sandy","645261","2026","649","481",0.246,0.253,-0.007000000000000006,0.379,0.373,0.006000000000000005,0.3,0.3,0,"3.68","3.75","-0.073"
"Sánchez, Cristopher","650911","2026","603","398",0.25,0.235,0.015000000000000013,0.358,0.362,-0.0040000000000000036,0.29,0.284,0.006000000000000005,"2.61","3.33","-0.717"
"Luzardo, Jesús","666200","2026","566","350",0.228,0.209,0.019000000000000017,0.346,0.308,0.03799999999999998,0.288,0.268,0.019999999999999962,"3.36","2.96","0.399"
"Wacha, Michael","608379","2026","563","409",0.236,0.252,-0.016000000000000014,0.401,0.412,-0.010999999999999954,0.304,0.314,-0.010000000000000009,"3.51","4.13","-0.617"
"Rodriguez, Eduardo","593958","2026","562","425",0.241,0.268,-0.027000000000000024,0.381,0.452,-0.07100000000000001,0.302,0.338,-0.03600000000000003,"2.71","4.87","-2.163"
"Schlittler, Cam","693645","2026","555","346",0.199,0.212,-0.012999999999999984,0.326,0.342,-0.016000000000000014,0.256,0.268,-0.01200000000000001,"2.25","2.96","-0.705"
"Williams, Gavin","668909","2026","551","331",0.209,0.23,-0.02100000000000002,0.379,0.408,-0.02899999999999997,0.285,0.304,-0.019000000000000017,"3.56","3.85","-0.289"
"Baz, Shane","669358","2026","551","392",0.266,0.261,0.0050000000000000044,0.409,0.405,0.003999999999999948,0.319,0.32,-0.0010000000000000009,"3.86","4.31","-0.453"
"Lugo, Seth","607625","2026","548","398",0.274,0.277,-0.0030000000000000027,0.45,0.468,-0.018000000000000016,0.344,0.352,-0.008000000000000007,"4.41","5.34","-0.933"
"Gore, MacKenzie","669022","2026","547","354",0.231,0.234,-0.0030000000000000027,0.395,0.379,0.016000000000000014,0.308,0.303,0.0050000000000000044,"4.55","3.83","0.717"
"Gausman, Kevin","592332","2026","540","376",0.259,0.249,0.010000000000000009,0.405,0.401,0.0040000000000000036,0.312,0.308,0.0040000000000000036,"4.38","3.96","0.422"
"King, Michael","650633","2026","538","360",0.217,0.244,-0.026999999999999996,0.34,0.409,-0.06899999999999995,0.294,0.328,-0.03400000000000003,"3.45","4.55","-1.097"
"Bibee, Tanner","676440","2026","537","395",0.233,0.259,-0.025999999999999995,0.393,0.426,-0.032999999999999974,0.3,0.324,-0.02400000000000002,"3.81","4.43","-0.621"
"Valdez, Framber","664285","2026","533","380",0.261,0.253,0.008000000000000007,0.385,0.391,-0.006000000000000005,0.321,0.32,0.0010000000000000009,"4.41","4.31","0.103"
"Eovaldi, Nathan","543135","2026","533","360",0.252,0.248,0.0040000000000000036,0.447,0.418,0.029000000000000026,0.326,0.313,0.013000000000000012,"4.31","4.11","0.202"
"Bradley, Taj","671737","2026","533","337",0.219,0.228,-0.009000000000000008,0.373,0.382,-0.009000000000000008,0.298,0.307,-0.009000000000000008,"3.69","3.94","-0.245"
"Peralta, Freddy","642547","2026","531","361",0.273,0.239,0.03400000000000003,0.467,0.372,0.09500000000000003,0.354,0.307,0.046999999999999986,"5.37","3.94","1.429"
"Abbott, Andrew","671096","2026","528","372",0.24,0.255,-0.015000000000000013,0.387,0.418,-0.030999999999999972,0.315,0.333,-0.018000000000000016,"3.91","4.71","-0.8"
"Cavalli, Cade","676917","2026","526","344",0.256,0.249,0.007000000000000006,0.373,0.378,-0.0050000000000000044,0.311,0.311,0,"3.52","4.05","-0.528"
"Ashcraft, Braxton","677952","2026","526","348",0.243,0.229,0.013999999999999985,0.399,0.36,0.039000000000000035,0.303,0.286,0.017000000000000015,"3.96","3.38","0.578"
"Griffin, Foster","656492","2026","524","370",0.226,0.251,-0.024999999999999994,0.381,0.411,-0.02999999999999997,0.292,0.312,-0.020000000000000018,"3.06","4.08","-1.018"
"Ryan, Joe","657746","2026","523","353",0.239,0.224,0.014999999999999986,0.405,0.39,0.015000000000000013,0.299,0.29,0.009000000000000008,"3.65","3.48","0.173"
"Kirby, George","669923","2026","523","384",0.276,0.257,0.019000000000000017,0.428,0.401,0.02699999999999997,0.324,0.305,0.019000000000000017,"3.76","3.88","-0.124"
"McLean, Nolan","690997","2026","522","316",0.209,0.219,-0.010000000000000009,0.342,0.346,-0.003999999999999948,0.288,0.293,-0.0050000000000000044,"3.29","3.56","-0.266"
"Gilbert, Logan","669302","2026","522","350",0.213,0.235,-0.021999999999999992,0.384,0.396,-0.01200000000000001,0.281,0.296,-0.014999999999999958,"3.46","3.64","-0.18"
"Nola, Aaron","605400","2026","522","359",0.278,0.247,0.031000000000000028,0.517,0.431,0.08600000000000002,0.364,0.32,0.043999999999999984,"5.55","4.31","1.24"
"Lorenzen, Michael","547179","2026","520","392",0.336,0.298,0.038000000000000034,0.532,0.48,0.052000000000000046,0.398,0.366,0.03200000000000003,"6.94","5.86","1.078"
"Messick, Parker","800048","2026","516","350",0.212,0.226,-0.014000000000000012,0.341,0.334,0.007000000000000006,0.268,0.274,-0.006000000000000005,"2.57","3.10","-0.532"
"Cantillo, Joey","676282","2026","516","329",0.26,0.233,0.026999999999999996,0.419,0.375,0.043999999999999984,0.336,0.309,0.027000000000000024,"3.87","3.99","-0.122"
"Martin, Davis","663436","2026","513","362",0.264,0.271,-0.007000000000000006,0.391,0.416,-0.024999999999999967,0.318,0.329,-0.01100000000000001,"4.13","4.58","-0.449"
"Bradish, Kyle","680694","2026","513","340",0.246,0.234,0.011999999999999983,0.394,0.377,0.017000000000000015,0.317,0.31,0.007000000000000006,"3.79","4.02","-0.227"
"Detmers, Reid","672282","2026","513","325",0.214,0.22,-0.006000000000000005,0.364,0.364,0,0.281,0.286,-0.004999999999999949,"4.03","3.38","0.652"
"Ray, Robbie","592662","2026","512","347",0.226,0.238,-0.011999999999999983,0.37,0.409,-0.03899999999999998,0.303,0.324,-0.02100000000000002,"3.08","4.43","-1.348"
"Skenes, Paul","694973","2026","512","315",0.23,0.209,0.02100000000000002,0.38,0.33,0.04999999999999999,0.294,0.267,0.02699999999999997,"3.90","2.93","0.968"
"Soriano, José","667755","2026","511","323",0.217,0.242,-0.024999999999999994,0.321,0.384,-0.063,0.288,0.321,-0.03300000000000003,"3.29","4.34","-1.047"
"Webb, Logan","657277","2026","510","371",0.23,0.254,-0.023999999999999994,0.34,0.375,-0.034999999999999976,0.279,0.303,-0.023999999999999966,"3.74","3.83","-0.086"
"Imanaga, Shota","684007","2026","510","359",0.227,0.234,-0.007000000000000006,0.42,0.404,0.01599999999999996,0.302,0.299,0.0030000000000000027,"3.67","3.72","-0.054"
"Yamamoto, Yoshinobu","808967","2026","509","356",0.187,0.223,-0.036000000000000004,0.318,0.354,-0.035999999999999976,0.245,0.275,-0.030000000000000027,"2.76","3.12","-0.359"
"Rea, Colin","607067","2026","509","371",0.261,0.272,-0.01100000000000001,0.425,0.475,-0.04999999999999999,0.332,0.353,-0.020999999999999963,"4.59","5.38","-0.791"
"Burke, Sean","680732","2026","505","319",0.22,0.222,-0.0020000000000000018,0.365,0.36,0.0050000000000000044,0.29,0.289,0.0010000000000000009,"3.04","3.46","-0.42"
"Elder, Bryce","693821","2026","504","360",0.239,0.247,-0.008000000000000007,0.401,0.396,0.0050000000000000044,0.308,0.309,-0.0010000000000000009,"3.84","3.99","-0.154"
"Keller, Mitch","656605","2026","503","364",0.259,0.288,-0.02899999999999997,0.426,0.455,-0.029000000000000026,0.333,0.355,-0.021999999999999964,"5.29","5.45","-0.159"
"Singer, Brady","663903","2026","503","359",0.272,0.266,0.006000000000000005,0.461,0.444,0.017000000000000015,0.349,0.341,0.007999999999999952,"4.67","4.97","-0.298"
"Weathers, Ryan","677960","2026","503","334",0.247,0.256,-0.009000000000000008,0.398,0.427,-0.02899999999999997,0.307,0.322,-0.015000000000000013,"3.79","4.37","-0.577"
"Roupp, Landen","694738","2026","499","323",0.23,0.231,-0.0010000000000000009,0.355,0.334,0.020999999999999963,0.301,0.294,0.007000000000000006,"4.33","3.59","0.745"
"Cameron, Noah","702070","2026","499","351",0.258,0.264,-0.006000000000000005,0.42,0.44,-0.020000000000000018,0.321,0.331,-0.010000000000000009,"4.59","4.65","-0.059"
